url	title	chars
/gokai/chokin-ga-aru	貯金や持ち家があると障害年金はもらえない？ — 資産は要件になく、審査もされません｜障害年金申請サポート	2296
/gokai/oya-no-shuunyuu	親に収入があると20歳前の障害年金はもらえない？ — 見られるのは本人の前年所得だけです｜障害年金申請サポート	2182
/gokai/shindan-ga-tsuita-hi	初診日は病名がついた日？ — 初診日は「その症状で初めて医師にかかった日」です｜障害年金申請サポート	2497
/gokai/karute-ga-nai-owari	カルテが残っていないなら申請できない？ — 制度側が用意した公式の様式と、認められた道があります｜障害年金申請サポート	2922
/gokai/koushin-de-henkin	更新で等級が下がったら受け取った分を返す？ — 返しません。変わるのはその後の支払い分だけです｜障害年金申請サポート	2329
/gokai/jikou-de-muri	初診日が何十年も前なら時効で申請できない？ — 申請に時効はありません。時効があるのは「さかのぼる分」だけです｜障害年金申請サポート	2462
/gokai/omoku-misenai-to	症状を重く見せないと通らない？ — 落ちる原因の多くは「盛らなかった」ではなく「家の状態が伝わっていない」です｜障害年金申請サポート	2499
/gokai/nyuuin-shitenai	入院していないと障害年金は通らない？ — 入院は要件ではなく、見られるのは生活の制限の程度です｜障害年金申請サポート	2527
/gokai/wakai-kara	若いから障害年金は無理？ — 年齢の要件はなく、現役世代のための制度です｜障害年金申請サポート	2540
/gokai/amae	精神疾患で障害年金を申請するのは甘え？ — 制度上の正当な権利で、いちばん多いケースです｜障害年金申請サポート	2181
/gokai/tenin-shitabakari	転院したばかりだと診断書を書いてもらえない？ — 診断書は「現在の状態」を書くもので、長い付き合いは条件ではありません｜障害年金申請サポート	2524
/gokai/mukashi-minou	昔、保険料を払っていなかったから一生もらえない？ — 納付要件は「初診日の前日」時点で判定されます｜障害年金申請サポート	2364
/gokai/kekkon-shitara	結婚したら障害年金は打ち切られる？ — 結婚は支給停止の理由ではなく、受給は続きます｜障害年金申請サポート	2028
/gokai/65sai-sugita	65歳を過ぎたら障害年金は関係ない？ — 在職中の初診日なら請求でき、受給に年齢の上限はありません｜障害年金申請サポート	2024
/gokai/kiso-ka-kousei-nitaku	障害基礎年金か障害厚生年金かどちらか一方しかもらえない？ — 2級以上なら二階建てで両方受け取れます｜障害年金申請サポート	2513
/gokai/toukyuu-wa-kachi	2級と認定された＝自分は2級の人間だと決められた？ — 等級は支給額を決める区分で、人の評価ではありません｜障害年金申請サポート	2246
/gokai/gennin-ga-aru	産後うつや更年期は原因がはっきりしているから対象外？ — 認定は原因ではなく、現在の病態と生活の制限で判断されます｜障害年金申請サポート	2554
/gokai/shufu-mushoku	専業主婦(主夫)や無職だから障害年金は関係ない？ — 国民年金の被保険者なら、収入の有無は要件にありません｜障害年金申請サポート	2031
/gokai/kaisha-ni-shirareru	障害年金を受けると会社や周りに知られる？ — 手続きに勤務先が関わる場面はなく、通知もされません｜障害年金申請サポート	1762
/gokai/kensa-mada	検査を受けてからでないと申請できない？ — 精神の障害の評価の中心は、検査の数値ではなく日常生活能力です｜障害年金申請サポート	2228
/gokai/kounin-daikou	年金機構公認の代行サービスがある？ — そのような制度はなく、報酬を得て代行できるのは社会保険労務士だけです｜障害年金申請サポート	1982
/gokai/tesuuryou	障害年金の手続きにはお金がかかる？ — 国に払う手数料はなく、かかるのは文書料などの実費だけです｜障害年金申請サポート	1731
/gokai/kusuri-nashi	薬をもらっていない受診は初診日にならない？ — 初診日の定義は「診療を受けた日」で、処方の有無は条件ではありません｜障害年金申請サポート	2082
/gokai/kenshin-no-hi	健康診断で引っかかった日が初診日？ — 健診の日は原則として初診日になりません｜障害年金申請サポート	2105
/gokai/counseling	カウンセリングに通っていた日が初診日になる？ — 初診日は「医師または歯科医師の診療」を受けた日です｜障害年金申請サポート	1791
/gokai/byoumei-bunsan	病名が複数あると分散して不利になる？ — 諸症状を併せた全体像で総合的に認定されます｜障害年金申請サポート	2147
/gokai/ishoku-uchikiri	臓器移植を受けたら障害年金は打ち切られる？ — 移植後1年間は従前の等級が維持されます｜障害年金申請サポート	2146
/gokai/koushin-maitoshi	障害年金の更新は毎年ある？ — 更新は数年ごとで、時期は年金証書に書いてあります｜障害年金申請サポート	2309
/gokai/sashiosae	借金があると障害年金は差し押さえられる？ — 受給権は法律で守られ、差押えできません｜障害年金申請サポート	2112
/gokai/seikatsuhogo-son	生活保護を受けていると障害年金をもらっても損？ — 障害者加算がつけば、手取りが増える場合があります｜障害年金申請サポート	2132
/gokai/moraainagara-harau	障害年金をもらいながら厚生年金の保険料を払うのは無駄？ — 払った分は将来の老齢厚生年金になります｜障害年金申請サポート	2078
/gokai/kikan-de-tokutei	初診日の日付が思い出せないから申請できない？ — 「この期間の中」と絞れれば、認められる取り扱いがあります｜障害年金申請サポート	2566
/gokai/shinseki-ni-tanomu	第三者証明は親やきょうだいに頼めばいい？ — 三親等内の親族には頼めません｜障害年金申請サポート	2442
/gokai/utagawareru	証明書が取れない=嘘だと疑われる？ — カルテがない場合は制度側も想定済みで、公式の様式があります｜障害年金申請サポート	2386
/gokai/ryouhou-dasenai	さかのぼる請求といまの請求はどちらか一方？ — 両方を併せた出し方が実務上あります｜障害年金申請サポート	2528
/gokai/ko-no-kasan-zutto	子の加算は子どもが成人するまでずっとつく？ — 高校卒業の年度末で外れます｜障害年金申請サポート	2089
/gokai/kiso-ni-haiguusha	配偶者がいるのに加算がついていないのはおかしい？ — 配偶者の加算は障害厚生年金1級・2級だけです｜障害年金申請サポート	1971
/gokai/kyuufukin-atokara	年金生活者支援給付金はあとから請求すればいい？ — 障害年金の請求と同時に出すのが原則です｜障害年金申請サポート	1771
/gokai/techou-shindansho	精神の手帳を取るのにまた診断書が要る？ — 障害年金の年金証書で、診断書なしで申請できます｜障害年金申請サポート	1788
/gokai/nenkin-dake	使えるのは障害年金だけ？ — 年金とは別に、法律にもとづく手当があります｜障害年金申請サポート	2029
/gokai/munenkin-owari	制度に入っていなかった時代だから、もう何もない？ — 特別障害給付金という別の制度があります｜障害年金申請サポート	1982
/gokai/kuriage	老齢年金を繰り上げても障害年金には影響しない？ — 繰上げ後は、事後重症の障害年金を請求できなくなります｜障害年金申請サポート	2062
/gokai/dokkyo-furi	一人暮らしでも支援を受けていなければ評価されない？ — 「支援が必要な状態か」で判断されます｜障害年金申請サポート	2473
/columns/shakaiteki-chiyu	障害年金の社会的治癒｜初診日が動く条件と整理のしかた｜障害年金申請サポート	6928
/columns/hikazei-shuunyuu	障害年金は非課税?｜扶養で収入に数えられる場面｜障害年金申請サポート	6933
/columns/jukyuugo-tetsuduki	障害年金の受給決定後の手続き｜給付金・法定免除・扶養｜障害年金申請サポート	7029
/columns/kiso-kousei-chigai	障害基礎年金と障害厚生年金の違い｜初診日で決まる仕組み｜障害年金申請サポート	10829
/columns/ikura-moraeru	障害年金はいくらもらえる?｜令和8年度の金額と初回入金｜障害年金申請サポート	10716
/columns/daisansha-shomei	障害年金の第三者証明｜初診日が証明できないときの書き方｜障害年金申請サポート	9875
/columns/gaku-kaitei-seikyuu	障害年金の額改定請求｜1年待機ルールと却下のリスク｜障害年金申請サポート	11195
/columns/shikyuu-teishi-fukkatsu	障害年金の支給停止｜止まる原因と復活の手続き｜障害年金申請サポート	11185
/columns/shinsei-shindoi	障害年金の申請がしんどい｜疲れ果てない小分けの進め方｜障害年金申請サポート	10894
/columns/shinsa-shikumi-nintei-i	障害年金の審査は誰がどう行う?｜認定医が見るポイントと最新傾向｜障害年金申請サポート	10683
/columns/shoshinbi-karute-nashi	障害年金の初診日｜カルテがない・破棄されたときの証明方法【代替資料の一覧つき】｜障害年金申請サポート	9983
/columns/shoshinbi-haiin	障害年金の初診日｜昔の病院が廃院しているときの調べ方【行き先の探し方つき】｜障害年金申請サポート	9936
/columns/shindansho-ishi-ni-tsutaeru	障害年金の診断書で医師に伝えること全リスト｜障害年金申請サポート	9683
/columns/shindansho-jittai-chigau	障害年金の診断書が実態と違う・軽く書かれたときの対処｜障害年金申請サポート	9672
/columns/tekio-shogai-shogai-nenkin	適応障害でも障害年金は申請できる?｜確認する順番と4つのシート｜障害年金申請サポート	10950
/columns/teishutsusaki-yuusou	障害年金の書類はどこに提出する?｜年金事務所・市役所・郵送｜障害年金申請サポート	9746
/columns/shindansho-tanomikata	障害年金の診断書を主治医にどう頼む?｜切り出し方と依頼メモ｜障害年金申請サポート	9385
/columns/kazoku-enjo-kakikata	障害年金の申立書に家族の援助をどう書く?｜具体例と記入ポイント｜障害年金申請サポート	9990
/columns/moushitatesho-mijushin-kikan	病歴・就労状況等申立書の未受診期間の書き方｜障害年金申請サポート	10180
/columns/hitorigurashi-furi	障害年金は一人暮らしだと不利?｜診断書と申立書の伝え方｜障害年金申請サポート	10099
/columns/nenkin-jimusho-soudan	障害年金の相談で年金事務所に持っていくもの｜初回相談の持ち物チェックリスト｜障害年金申請サポート	12598
/columns/jushinjokyo-shomeisho	受診状況等証明書の郵送での依頼方法｜遠方の病院からの取り寄せ手順｜障害年金申請サポート	13148
/columns/shindansho-irai-timing	障害年金の診断書はいつ頼む?｜現症日と依頼タイミング｜障害年金申請サポート	9512
/columns/hitsuyou-shorui-seishin	精神疾患の障害年金｜必要書類チェックリスト｜障害年金申請サポート	9323
/columns/shinsei-kikan	障害年金の決定通知はいつ届く？審査期間の目安と、遅いときの確認先｜障害年金申請サポート	13346
/columns/moushitatesho-kikan-kugiri	障害年金の申立書は期間をどう区切る？通院・就労・症状変化の書き方｜障害年金申請サポート	11672
/columns/sokyuu-seikyuu	障害年金の遡及請求｜最大5年分をさかのぼる条件｜障害年金申請サポート	9329
/columns/taishou-shoubyou-kyoukai	適応障害・不安障害・神経症は障害年金の対象外？｜障害年金申請サポート	10110
/columns/shougaisha-koyou-nenkin	障害者雇用で働きながら障害年金はもらえる？｜障害年金申請サポート	9694
/columns/nichijo-seikatsu-7koumoku	障害年金「日常生活能力の判定」7項目とは?できる・できないの具体例｜障害年金申請サポート	12307
/columns/tokyu-hantei-guideline	精神の等級判定ガイドライン｜目安表の読み方｜障害年金申請サポート	10269
/columns/koushin-kakuninhodo	障害年金の更新（障害状態確認届）｜時期・支給停止への備え｜障害年金申請サポート	9908
/columns/shindansho-kaitekurenai	障害年金の診断書を医師が書いてくれないときの対処法｜障害年金申請サポート	10016
/columns/ninteibi-jigojusho	障害認定日請求と事後重症請求の違い｜最大5年遡及の条件｜障害年金申請サポート	10907
/columns/shindansho-kakunin	障害年金の診断書を受け取ったら確認すべき7つのポイント｜障害年金申請サポート	10053
/columns/jibun-de-shinsei	障害年金は自分で申請できる?社労士に依頼する場合との違い｜障害年金申請サポート	5399
/columns/hatarakinagara	働きながら障害年金｜就労中に医師へ伝えること｜障害年金申請サポート	12226
/columns/nofu-yoken	障害年金の保険料納付要件とは — 3分の2要件と直近1年の特例｜障害年金申請サポート	10517
/columns/shoshinbi-wakaranai	障害年金の初診日がわからないときの探し方5つ｜証明できないときも｜障害年金申請サポート	11316
/columns/moushitatesho-kakikata	病歴・就労状況等申立書の書き方【精神疾患】審査で落ちる書き方・伝わる書き方｜障害年金申請サポート	8400
/columns/moushitatesho-a4-insatsu	障害年金の申立書をA4で印刷する方法｜PDF・コンビニ印刷も解説｜障害年金申請サポート	11010
/columns/shinsatsu-mae-memo	障害年金の診断書｜主治医に渡す「生活状況メモ」の書き方【具体例つき】｜障害年金申請サポート	8209
/columns/techou-to-nenkin	障害者手帳と障害年金の違い — 手帳の等級と年金の等級は別物です｜障害年金申請サポート	10628
/columns/shoubyou-teatekin	傷病手当金と障害年金は同時にもらえる？併給調整と申請準備｜障害年金申請サポート	11229
/columns/hattatsu-shougai	発達障害（ADHD・ASD）の障害年金｜初診日・診断書・申立書｜障害年金申請サポート	12122
/columns/hatachi-mae	20歳前傷病の障害基礎年金 — 納付要件と10代の記録｜障害年金申請サポート	6692
/columns/fushikyuu-shinsa-seikyu	障害年金が不支給になったときの審査請求・再審査請求・再請求｜障害年金申請サポート	10706
